,gene_group,B,C,D,E,F,L,A,,Basal,index_all
5540,"phoA,pitA,hprK,carB,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.036562382,0.437208184,0.960960961,0.600717344
25700,"phoA,mntC,hprK,carB,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.442387506,0.966966967,0.602788935
5548,"phoA,pitA,hprK,carB,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.442387506,0.960960961,0.602766896
35800,"phoA,mnh_A1,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.066884449,0.467530252,0.966966967,0.612739183
9140,"phoA,pitA,hprK,murD,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.067373065,0.468018867,0.956456456,0.612893451
9148,"phoA,pitA,hprK,murD,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.072468624,0.473114426,0.956456456,0.614909946
29300,"phoA,mntC,hprK,murD,plsY,gatA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.077550223,0.478196025,0.962462462,0.616942971
37240,"phoA,mnh_A1,hprK,ctaA,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.18852459,0,0.087168963,0.487814765,0.962462462,0.62075007
25760,"phoA,mntC,hprK,carB,plsY,scrB,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.036632184,0.495990108,0.968468468,0.600943235
25709,"phoA,mntC,hprK,carB,plsY,gatA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.501099628,0.966966967,0.602959731
19220,"phoA,pitA,hprK,trkA,plsY,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.041741704,0.501099628,0.960960961,0.602937692
39380,"phoA,mntC,hprK,trkA,plsY,gatA,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.046907065,0.506264989,0.963963964,0.604992755
19228,"phoA,pitA,hprK,trkA,plsY,gatA,tdk,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.046907065,0.506264989,0.960960961,0.604981736
5540,"pmi,pitA,hprK,carB,plsY,gatA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.057181946,0.51653987,0.951951952,0.611218547
5548,"pmi,pitA,hprK,carB,plsY,gatA,tdk,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.062305426,0.52166335,0.954954955,0.613251572
25720,"phoA,mntC,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.158469945,0,0.066884449,0.524055694,0.966966967,0.612546349
25700,"pmi,mntC,hprK,carB,plsY,gatA,atpB_2,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.067400986,0.526758909,0.960960961,0.615284596
49480,"phoA,mnh_A1,hprK,trkA,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.071980009,0.531337932,0.963963964,0.614915456
25708,"phoA,mntC,hprK,carB,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.046907065,0.534132954,0.966966967,0.604943169
29309,"phoA,mntC,hprK,murD,plsY,gatA,thiM,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.077550223,0.536908146,0.962462462,0.617113767
25770,"phoA,mntC,hprK,carB,plsY,secF,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.021024417,0.539094462,0.966966967,0.594937825
25790,"phoA,mntC,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.02624562,0.542128985,0.966966967,0.596640276
5560,"phoA,pitA,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.06177493,0.549000819,0.960960961,0.610805331
25760,"pmi,mntC,hprK,carB,plsY,scrB,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.062361268,0.550376668,0.962462462,0.613168928
25769,"phoA,mntC,hprK,carB,plsY,scrB,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.036632184,0.55280829,0.968468468,0.601108522
5568,"phoA,pitA,hprK,carB,plsY,metK,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.066884449,0.554110338,0.960960961,0.612827336
5300,"phoA,pitA,hprK,carB,dinG,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.036562382,0.554632427,0.960960961,0.601064445
38000,"phoA,mntC,hprK,recG,plsY,scrB,atpB_2,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.041811506,0.557987612,0.963963964,0.603141546
39440,"phoA,mntC,hprK,trkA,plsY,scrB,atpB_2,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.041811506,0.557987612,0.965465465,0.603147055
35808,"phoA,mnh_A1,hprK,carB,plsY,metK,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.071980009,0.559205898,0.966966967,0.61486587
25460,"phoA,mntC,hprK,carB,dinG,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.041741704,0.559811749,0.966966967,0.603136036
25469,"phoA,mntC,hprK,carB,dinG,gatA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.041741704,0.559811749,0.966966967,0.603136036
5308,"phoA,pitA,hprK,carB,dinG,gatA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.041741704,0.559811749,0.960960961,0.603113998
25780,"phoA,mntC,hprK,carB,plsY,tgt,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.015789253,0.561727263,0.966966967,0.592805629
39389,"phoA,mntC,hprK,trkA,plsY,gatA,thiM,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.046907065,0.563083171,0.963963964,0.605158041
5630,"phoA,pitA,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.021024417,0.566962427,0.960960961,0.594855181
29308,"phoA,mntC,hprK,murD,plsY,gatA,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.082617861,0.56984375,0.962462462,0.619058638
5600,"pmi,pitA,hprK,carB,plsY,scrB,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.052114308,0.570184353,0.953453453,0.609394886
35870,"phoA,mnh_A1,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.57218363,0.966966967,0.596943301
25310,"phoA,mntC,hprK,carB,aroA,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.57218363,0.96996997,0.59695432
5638,"phoA,pitA,hprK,carB,plsY,thiI,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.57218363,0.960960961,0.596921263
10600,"phoA,mntC,clpB,carB,plsY,metK,atpB_2,group",0,0.119318182,0,0.177489177,0.18852459,0,0.087266686,0.572598636,0.962462462,0.620898828
27160,"phoA,mntC,hprK,ctaA,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.087168963,0.574394852,0.962462462,0.620860261
5660,"phoA,pitA,hprK,carB,scpB,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.057056302,0.575126347,0.968468468,0.609202052
5608,"pmi,pitA,hprK,carB,plsY,scrB,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.057251749,0.575321793,0.956456456,0.61143342
9160,"phoA,pitA,hprK,murD,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.092166799,0.579392688,0.956456456,0.622816152
37248,"phoA,mnh_A1,hprK,ctaA,plsY,metK,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.092208681,0.579434569,0.962462462,0.622854719
25820,"phoA,mntC,hprK,carB,scpB,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.062179782,0.580249827,0.974474474,0.611251605
5668,"phoA,pitA,hprK,carB,scpB,gatA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.062179782,0.580249827,0.968468468,0.611229566
19220,"pmi,pitA,hprK,trkA,plsY,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.062305426,0.580375471,0.953453453,0.613416858
25280,"pmi,mntC,hprK,carB,aroA,scrB,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.062361268,0.580431313,0.965465465,0.613482973
5180,"phoA,pitA,hprK,carB,birA,gatA,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.036562382,0.582500392,0.960960961,0.60100384
5549,"phoA,pitA,hprK,carB,plsY,gatA,thiM,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.036562382,0.582500392,0.960960961,0.600998331
25729,"phoA,mntC,hprK,carB,plsY,metK,thiM,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.066884449,0.582767815,0.966966967,0.612717145
10660,"phoA,mntC,clpB,carB,plsY,tgt,atpB_2,group",0,0.176136364,0,0.177489177,0.18852459,0,0.041783585,0.583933717,0.962462462,0.603069922
9168,"phoA,pitA,hprK,murD,plsY,metK,tdk,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.097192556,0.584418445,0.956456456,0.6248051
8900,"phoA,pitA,hprK,murD,dinG,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.067373065,0.585443109,0.956456456,0.613240552
19228,"pmi,pitA,hprK,trkA,plsY,gatA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.067414946,0.585484991,0.956456456,0.615444373
25340,"phoA,mntC,hprK,carB,birA,gatA,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.041741704,0.587679714,0.966966967,0.603075431
5188,"phoA,pitA,hprK,carB,birA,gatA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.041741704,0.587679714,0.960960961,0.603053393
25768,"phoA,mntC,hprK,carB,plsY,scrB,tdk,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.041811506,0.587749516,0.968468468,0.603102979
39400,"phoA,mntC,hprK,trkA,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.071980009,0.587863374,0.963963964,0.614722622
29320,"phoA,mntC,hprK,murD,plsY,metK,atpB_2,group",0.060606061,0.060606061,0,0.177489177,0.18852459,0,0.102204353,0.589430242,0.962462462,0.626810576
45880,"phoA,cysS,hprK,carB,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.130767405,0.590125329,0.966966967,0.638193308
8908,"phoA,pitA,hprK,murD,dinG,gatA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.072468624,0.590538669,0.956456456,0.615257048
39380,"pmi,mntC,hprK,trkA,plsY,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.072496545,0.59056659,0.959459459,0.617460868
37310,"phoA,mnh_A1,hprK,ctaA,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.046976868,0.592914878,0.966966967,0.605147022
27230,"phoA,mntC,hprK,ctaA,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.046976868,0.592914878,0.966966967,0.605147022
10670,"phoA,mntC,clpB,carB,plsY,thiI,atpB_2,group",0,0.176136364,0,0.177489177,0.18852459,0,0.052100348,0.594250479,0.966966967,0.607169028
29060,"phoA,mntC,hprK,murD,dinG,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.077550223,0.595620267,0.962462462,0.617290072
29069,"phoA,mntC,hprK,murD,dinG,gatA,thiM,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.077550223,0.595620267,0.962462462,0.617290072
27200,"pmi,mntC,hprK,ctaA,plsY,scrB,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.077647946,0.59571799,0.957957958,0.619488383
25779,"phoA,mntC,hprK,carB,plsY,secF,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.021024417,0.595912643,0.966966967,0.595103111
39388,"phoA,mntC,hprK,trkA,plsY,gatA,tdk,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.052058466,0.597996476,0.963963964,0.60714148
9230,"phoA,pitA,hprK,murD,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.052086387,0.598024397,0.960960961,0.607146989
25799,"phoA,mntC,hprK,carB,plsY,thiI,thiM,group",0.119318182,0.119318182,0,0.177489177,0.158469945,0,0.02624562,0.600841106,0.966966967,0.596811072
39450,"phoA,mntC,hprK,trkA,plsY,secF,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.02624562,0.601133846,0.963963964,0.597158174
15640,"phoA,abcA,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.05665145,0.60258946,0.968468468,0.60898167
9238,"phoA,pitA,hprK,murD,plsY,thiI,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.057223828,0.603161838,0.960960961,0.609180014
10640,"pmi,mntC,clpB,carB,plsY,scrB,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.087727381,0.603903486,0.965465465,0.623488317
9260,"phoA,pitA,hprK,murD,scpB,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.087531934,0.605601979,0.963963964,0.62124593
39470,"phoA,mntC,hprK,trkA,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.158469945,0,0.031452863,0.606048349,0.968468468,0.598877154
25720,"pmi,mntC,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.09219472,0.608078085,0.960960961,0.624876724
29390,"phoA,mntC,hprK,murD,plsY,thiI,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.062347308,0.608285318,0.966966967,0.611229566
4108,"pmi,pitA,clpB,trkA,plsY,gatA,tdk,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.092711256,0.608887362,0.951951952,0.625405641
45950,"phoA,cysS,hprK,carB,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.091580461,0.609650506,0.966966967,0.622860228
45920,"pmi,cysS,hprK,carB,plsY,scrB,atpB_2,group",0.176136364,0.119318182,0,0,0.18852459,0,0.12642571,0.610404845,0.962462462,0.638804868
9268,"phoA,pitA,hprK,murD,scpB,gatA,tdk,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.092571652,0.610641697,0.963963964,0.623240387
25520,"phoA,mntC,hprK,carB,dinG,scrB,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.036632184,0.611520411,0.968468468,0.601284827
25529,"phoA,mntC,hprK,carB,dinG,scrB,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.036632184,0.611520411,0.968468468,0.601284827
39440,"pmi,mntC,hprK,trkA,plsY,scrB,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.067470788,0.61230437,0.960960961,0.615345201
35809,"phoA,mnh_A1,hprK,carB,plsY,metK,thiM,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.066884449,0.61282246,0.966966967,0.61302017
19240,"phoA,pitA,hprK,trkA,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.066884449,0.61282246,0.960960961,0.612998132
8780,"phoA,pitA,hprK,murD,birA,gatA,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.067373065,0.613311075,0.956456456,0.613179947
9149,"phoA,pitA,hprK,murD,plsY,gatA,thiM,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.067373065,0.613311075,0.956456456,0.613174438
29420,"phoA,mntC,hprK,murD,scpB,gatA,atpB_2,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.097597409,0.615667454,0.96996997,0.625251373
18980,"phoA,pitA,hprK,trkA,dinG,gatA,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.041741704,0.616629931,0.960960961,0.603279285
32920,"phoA,mntC,hprK,pnpA,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.071980009,0.617918019,0.966966967,0.615036666
35800,"phoA,mntC,hprK,pycA,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.071980009,0.617918019,0.962462462,0.615020137
37960,"phoA,mntC,hprK,recG,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.071980009,0.617918019,0.962462462,0.615020137
19248,"phoA,pitA,hprK,trkA,plsY,metK,tdk,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.071980009,0.617918019,0.960960961,0.615014628
8788,"phoA,pitA,hprK,murD,birA,gatA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.072468624,0.618406634,0.956456456,0.615196443
25708,"pmi,mntC,hprK,carB,plsY,gatA,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.072496545,0.618434555,0.963963964,0.617416792
15710,"phoA,abcA,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.176136364,0,0.177489177,0.18852459,0,0.015789253,0.618545445,0.968468468,0.592981934
25540,"phoA,mntC,hprK,carB,dinG,tgt,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.015789253,0.620439385,0.966966967,0.592976425
25549,"phoA,mntC,hprK,carB,dinG,tgt,thiM,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.015789253,0.620439385,0.966966967,0.592976425
25789,"phoA,mntC,hprK,carB,plsY,tgt,thiM,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.015789253,0.620439385,0.966966967,0.592976425
39140,"phoA,mntC,hprK,trkA,dinG,gatA,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.046907065,0.621795292,0.963963964,0.605334347
39149,"phoA,mntC,hprK,trkA,dinG,gatA,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.046907065,0.621795292,0.963963964,0.605334347
18988,"phoA,pitA,hprK,trkA,dinG,gatA,tdk,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.046907065,0.621795292,0.960960961,0.605323328
25770,"pmi,mntC,hprK,carB,plsY,secF,atpB_2,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.046962907,0.621851134,0.960960961,0.607554696
33640,"phoA,mntC,hprK,polC,plsY,metK,atpB_2,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.077047647,0.622985657,0.962462462,0.617025614
49488,"phoA,mnh_A1,hprK,trkA,plsY,metK,tdk,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.077061607,0.622999617,0.963963964,0.617036633
28940,"phoA,mntC,hprK,murD,birA,gatA,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.077550223,0.623488233,0.962462462,0.617229467
25790,"pmi,mntC,hprK,carB,plsY,thiI,atpB_2,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.052114308,0.624815855,0.960960961,0.60922409
39460,"phoA,mntC,hprK,trkA,plsY,tgt,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.021024417,0.625674548,0.963963964,0.595036997
5560,"pmi,pitA,hprK,carB,plsY,metK,atpB_2,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.082115285,0.628053295,0.951951952,0.621168796
25794,"phoA,mntC,hprK,carB,plsY,thiI,mqo1,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.082520138,0.628458148,0.968468468,0.619212906
25319,"phoA,mntC,hprK,carB,aroA,thiI,thiM,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.630895751,0.96996997,0.597125116
25778,"phoA,mntC,hprK,carB,plsY,secF,tdk,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.630895751,0.966966967,0.597114097
19310,"phoA,pitA,hprK,trkA,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.02624562,0.630895751,0.965465465,0.597108588
19340,"phoA,pitA,hprK,trkA,scpB,gatA,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.057112144,0.632000371,0.968468468,0.609389376
25880,"phoA,mntC,hprK,carB,scpB,scrB,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.057126105,0.632014331,0.975975976,0.609422434
5300,"pmi,pitA,hprK,carB,dinG,gatA,atpB_2,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.057181946,0.632070173,0.951951952,0.61155463
19280,"pmi,pitA,hprK,trkA,plsY,scrB,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.057251749,0.632139975,0.954954955,0.611593197
5568,"pmi,pitA,hprK,carB,plsY,metK,tdk,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.087168963,0.633106973,0.954954955,0.623174273
37249,"phoA,mnh_A1,hprK,ctaA,plsY,metK,thiM,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.087168963,0.633106973,0.962462462,0.621031057
27169,"phoA,mntC,hprK,ctaA,plsY,metK,thiM,group",0.119318182,0.060606061,0,0.177489177,0.18852459,0,0.087168963,0.633106973,0.962462462,0.621031057
10609,"phoA,mntC,clpB,carB,plsY,metK,thiM,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.087266686,0.633204696,0.962462462,0.621075134
49550,"phoA,mnh_A1,hprK,trkA,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.968468468,0.599180179
32990,"phoA,mntC,hprK,pnpA,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.971471471,0.599191198
35870,"phoA,mntC,hprK,pycA,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.966966967,0.599174669
38030,"phoA,mntC,hprK,recG,plsY,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.966966967,0.599174669
38990,"phoA,mntC,hprK,trkA,aroA,thiI,atpB_2,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.971471471,0.599191198
19318,"phoA,pitA,hprK,trkA,plsY,thiI,tdk,group",0.119318182,0.119318182,0,0.177489177,0.18852459,0,0.031452863,0.636102994,0.965465465,0.59916916
25829,"phoA,mntC,hprK,carB,scpB,gatA,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.062179782,0.637068009,0.974474474,0.611416891
39500,"phoA,mntC,hprK,trkA,scpB,gatA,atpB_2,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.062235624,0.637123851,0.971471471,0.61142791
19348,"phoA,pitA,hprK,trkA,scpB,gatA,tdk,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.062235624,0.637123851,0.968468468,0.611416891
5308,"pmi,pitA,hprK,carB,dinG,gatA,tdk,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.062305426,0.637193653,0.954954955,0.613587654
